date,category,subcategory,amount,description
2024-09-19,entertainment,movies,1094.03,Movies expense
2024-09-20,bills,internet,3039.45,Internet expense
2024-09-20,health,pharmacy,168.48,Pharmacy expense
2024-09-20,savings,emergency fund,299.39,Emergency Fund expense
2024-09-20,misc,gifts,4851.86,Gifts expense
2024-09-21,entertainment,movies,4868.84,Movies expense
2024-09-21,shopping,clothes,2041.15,Clothes expense
2024-09-21,food,restaurants,272.75,Restaurants expense
2024-09-22,entertainment,subscriptions,2560.49,Subscriptions expense
2024-09-22,savings,investments,2442.49,Investments expense
2024-09-22,entertainment,games,1722.27,Games expense
2024-09-22,health,doctor,4623.39,Doctor expense
2024-09-22,food,groceries,3075.51,Groceries expense
2024-09-23,misc,donations,2052.08,Donations expense
2024-09-23,bills,internet,3924.01,Internet expense
2024-09-23,entertainment,movies,2709.15,Movies expense
2024-09-23,health,pharmacy,2216.37,Pharmacy expense
2024-09-24,shopping,electronics,1318.42,Electronics expense
2024-09-24,food,coffee,487.72,Coffee expense
2024-09-24,misc,donations,2155.36,Donations expense
2024-09-24,bills,internet,3911.28,Internet expense
2024-09-24,savings,investments,4641.64,Investments expense
2024-09-25,savings,retirement,1103.68,Retirement expense
2024-09-25,savings,emergency fund,3470.08,Emergency Fund expense
2024-09-25,savings,investments,2334.86,Investments expense
2024-09-26,health,insurance,2399.12,Insurance expense
2024-09-26,misc,donations,4380.91,Donations expense
2024-09-26,food,groceries,1985.65,Groceries expense
2024-09-26,bills,electricity,680.6,Electricity expense
2024-09-27,transport,public transport,3270.14,Public Transport expense
2024-09-27,transport,taxi,249.05,Taxi expense
2024-09-27,food,restaurants,4183.2,Restaurants expense
2024-09-28,health,doctor,2121.35,Doctor expense
2024-09-28,health,pharmacy,2630.56,Pharmacy expense
2024-09-28,food,restaurants,4654.65,Restaurants expense
2024-09-28,food,restaurants,3903.83,Restaurants expense
2024-09-28,entertainment,movies,4064.73,Movies expense
2024-09-29,shopping,electronics,1093.7,Electronics expense
2024-09-29,health,insurance,2468.95,Insurance expense
2024-09-29,shopping,clothes,4847.7,Clothes expense
2024-09-29,entertainment,subscriptions,4126.52,Subscriptions expense
2024-09-29,health,pharmacy,4784.02,Pharmacy expense
2024-09-30,health,doctor,4874.3,Doctor expense
2024-09-30,food,groceries,4272.09,Groceries expense
2024-09-30,transport,fuel,2402.47,Fuel expense
2024-10-01,entertainment,subscriptions,528.33,Subscriptions expense
2024-10-01,health,doctor,123.41,Doctor expense
2024-10-01,food,restaurants,1199.71,Restaurants expense
2024-10-02,savings,retirement,292.19,Retirement expense
2024-10-02,misc,donations,4045.29,Donations expense
2024-10-02,shopping,electronics,2469.53,Electronics expense
2024-10-02,food,restaurants,339.81,Restaurants expense
2024-10-03,transport,taxi,3306.28,Taxi expense
2024-10-03,entertainment,subscriptions,3094.13,Subscriptions expense
2024-10-03,food,coffee,1302.86,Coffee expense
2024-10-04,entertainment,subscriptions,187.87,Subscriptions expense
2024-10-04,transport,public transport,3475.39,Public Transport expense
2024-10-04,transport,taxi,1666.78,Taxi expense
2024-10-04,food,groceries,3898.21,Groceries expense
2024-10-05,misc,donations,3970.62,Donations expense
2024-10-05,health,insurance,4892.94,Insurance expense
2024-10-05,transport,taxi,4766.43,Taxi expense
2024-10-06,transport,fuel,3238.96,Fuel expense
2024-10-06,bills,rent,4285.02,Rent expense
2024-10-06,entertainment,movies,857.89,Movies expense
2024-10-07,food,groceries,4769.76,Groceries expense
2024-10-07,savings,emergency fund,4892.29,Emergency Fund expense
2024-10-07,shopping,clothes,3235.46,Clothes expense
2024-10-07,food,coffee,4032.48,Coffee expense
2024-10-08,bills,internet,795.61,Internet expense
2024-10-08,entertainment,movies,3369.65,Movies expense
2024-10-08,bills,rent,2609.15,Rent expense
2024-10-08,shopping,accessories,3266.68,Accessories expense
2024-10-09,shopping,electronics,2197.2,Electronics expense
2024-10-09,food,restaurants,1243.39,Restaurants expense
2024-10-09,food,coffee,3903.86,Coffee expense
2024-10-09,food,coffee,1783.66,Coffee expense
2024-10-10,shopping,electronics,1652.49,Electronics expense
2024-10-10,bills,internet,679.09,Internet expense
2024-10-10,misc,donations,4039.14,Donations expense
2024-10-10,entertainment,subscriptions,4792.53,Subscriptions expense
2024-10-10,savings,retirement,3708.78,Retirement expense
2024-10-11,bills,rent,1894.49,Rent expense
2024-10-11,entertainment,subscriptions,1491.08,Subscriptions expense
2024-10-11,bills,internet,2033.0,Internet expense
2024-10-11,health,insurance,990.07,Insurance expense
2024-10-11,health,pharmacy,2858.63,Pharmacy expense
2024-10-12,transport,public transport,2770.89,Public Transport expense
2024-10-12,food,coffee,767.97,Coffee expense
2024-10-12,misc,others,970.46,Others expense
2024-10-13,savings,investments,2071.71,Investments expense
2024-10-13,bills,internet,1808.98,Internet expense
2024-10-13,savings,emergency fund,90.22,Emergency Fund expense
2024-10-13,entertainment,subscriptions,762.16,Subscriptions expense
2024-10-13,food,groceries,2691.69,Groceries expense
2024-10-14,shopping,electronics,871.83,Electronics expense
2024-10-14,health,pharmacy,2089.87,Pharmacy expense
2024-10-14,food,coffee,1508.7,Coffee expense
2024-10-14,savings,investments,3464.34,Investments expense
2024-10-14,entertainment,subscriptions,1535.86,Subscriptions expense
2024-10-15,health,pharmacy,1780.99,Pharmacy expense
2024-10-15,food,restaurants,2937.14,Restaurants expense
2024-10-15,bills,internet,1459.72,Internet expense
2024-10-15,bills,electricity,2207.6,Electricity expense
2024-10-16,food,restaurants,4748.49,Restaurants expense
2024-10-16,transport,public transport,1920.44,Public Transport expense
2024-10-16,entertainment,subscriptions,562.79,Subscriptions expense
2024-10-17,savings,emergency fund,666.17,Emergency Fund expense
2024-10-17,health,doctor,1211.96,Doctor expense
2024-10-17,health,doctor,313.72,Doctor expense
2024-10-17,savings,emergency fund,4166.47,Emergency Fund expense
2024-10-18,health,doctor,4895.02,Doctor expense
2024-10-18,food,restaurants,2465.89,Restaurants expense
2024-10-18,entertainment,subscriptions,496.82,Subscriptions expense
2024-10-18,food,coffee,4878.71,Coffee expense
2024-10-19,health,pharmacy,2507.71,Pharmacy expense
2024-10-19,bills,electricity,4087.2,Electricity expense
2024-10-19,savings,emergency fund,4026.28,Emergency Fund expense
2024-10-19,food,coffee,1071.93,Coffee expense
2024-10-19,bills,internet,2246.81,Internet expense
2024-10-20,food,restaurants,741.72,Restaurants expense
2024-10-20,entertainment,movies,4296.97,Movies expense
2024-10-20,transport,fuel,1227.29,Fuel expense
2024-10-20,bills,electricity,4625.77,Electricity expense
2024-10-20,misc,others,3347.12,Others expense
2024-10-21,health,pharmacy,2321.48,Pharmacy expense
2024-10-21,entertainment,movies,880.3,Movies expense
2024-10-21,entertainment,games,4663.9,Games expense
2024-10-21,health,doctor,277.97,Doctor expense
2024-10-22,health,insurance,806.3,Insurance expense
2024-10-22,shopping,clothes,3612.26,Clothes expense
2024-10-22,bills,rent,1259.89,Rent expense
2024-10-22,entertainment,subscriptions,4297.21,Subscriptions expense
2024-10-23,health,pharmacy,1612.87,Pharmacy expense
2024-10-23,bills,internet,4914.95,Internet expense
2024-10-23,food,groceries,3711.64,Groceries expense
2024-10-23,shopping,clothes,502.32,Clothes expense
2024-10-24,health,insurance,411.05,Insurance expense
2024-10-24,misc,others,1497.18,Others expense
2024-10-24,misc,others,3523.99,Others expense
2024-10-24,health,pharmacy,1827.33,Pharmacy expense
2024-10-25,food,groceries,4473.41,Groceries expense
2024-10-25,health,doctor,2688.21,Doctor expense
2024-10-25,misc,others,876.57,Others expense
2024-10-26,food,restaurants,4196.2,Restaurants expense
2024-10-26,health,doctor,2113.55,Doctor expense
2024-10-26,shopping,accessories,3347.18,Accessories expense
2024-10-26,health,doctor,4401.54,Doctor expense
2024-10-26,food,coffee,4717.04,Coffee expense
2024-10-27,savings,investments,1473.15,Investments expense
2024-10-27,bills,internet,4112.76,Internet expense
2024-10-27,shopping,clothes,3718.97,Clothes expense
2024-10-28,savings,investments,2833.14,Investments expense
2024-10-28,bills,internet,2776.77,Internet expense
2024-10-28,shopping,electronics,4459.97,Electronics expense
2024-10-29,transport,fuel,4507.79,Fuel expense
2024-10-29,savings,retirement,3623.49,Retirement expense
2024-10-29,bills,rent,2475.73,Rent expense
2024-10-29,misc,donations,69.21,Donations expense
2024-10-29,shopping,electronics,3837.05,Electronics expense
2024-10-30,bills,rent,3348.72,Rent expense
2024-10-30,bills,internet,4128.55,Internet expense
2024-10-30,transport,fuel,4313.92,Fuel expense
2024-10-30,food,restaurants,4905.05,Restaurants expense
2024-10-31,food,coffee,3827.97,Coffee expense
2024-10-31,food,restaurants,3453.27,Restaurants expense
2024-10-31,bills,internet,4312.87,Internet expense
2024-10-31,misc,donations,3658.66,Donations expense
2024-11-01,food,groceries,2568.97,Groceries expense
2024-11-01,bills,internet,4744.77,Internet expense
2024-11-01,health,doctor,2283.64,Doctor expense
2024-11-02,savings,investments,4932.01,Investments expense
2024-11-02,bills,rent,4664.86,Rent expense
2024-11-02,shopping,clothes,2883.34,Clothes expense
2024-11-02,bills,rent,4932.05,Rent expense
2024-11-03,food,coffee,4689.94,Coffee expense
2024-11-03,entertainment,movies,578.12,Movies expense
2024-11-03,shopping,clothes,3612.86,Clothes expense
2024-11-03,misc,others,4284.79,Others expense
2024-11-03,entertainment,games,1300.56,Games expense
2024-11-04,bills,electricity,333.47,Electricity expense
2024-11-04,health,insurance,1852.06,Insurance expense
2024-11-04,transport,fuel,3699.21,Fuel expense
2024-11-05,misc,donations,689.39,Donations expense
2024-11-05,health,doctor,3359.72,Doctor expense
2024-11-05,misc,gifts,3161.39,Gifts expense
2024-11-06,entertainment,games,1638.17,Games expense
2024-11-06,health,pharmacy,2476.56,Pharmacy expense
2024-11-06,food,restaurants,4718.88,Restaurants expense
2024-11-06,health,doctor,1055.22,Doctor expense
2024-11-07,transport,taxi,3384.42,Taxi expense
2024-11-07,entertainment,games,1621.54,Games expense
2024-11-07,savings,emergency fund,373.78,Emergency Fund expense
2024-11-08,bills,rent,4815.52,Rent expense
2024-11-08,food,coffee,1415.98,Coffee expense
2024-11-08,food,coffee,2515.49,Coffee expense
2024-11-08,entertainment,movies,3911.24,Movies expense
2024-11-09,transport,taxi,195.94,Taxi expense
2024-11-09,misc,gifts,2869.75,Gifts expense
2024-11-09,food,groceries,4188.76,Groceries expense
2024-11-09,entertainment,games,1802.48,Games expense
2024-11-10,bills,internet,2723.97,Internet expense
2024-11-10,savings,retirement,3188.26,Retirement expense
2024-11-10,health,insurance,4322.54,Insurance expense
2024-11-10,bills,rent,2125.46,Rent expense
2024-11-10,food,groceries,170.45,Groceries expense
2024-11-11,transport,taxi,1009.8,Taxi expense
2024-11-11,food,coffee,4962.87,Coffee expense
2024-11-11,shopping,accessories,4922.07,Accessories expense
2024-11-12,bills,internet,4058.92,Internet expense
2024-11-12,transport,fuel,1061.31,Fuel expense
2024-11-12,transport,fuel,1498.63,Fuel expense
2024-11-12,savings,retirement,1392.45,Retirement expense
2024-11-12,bills,internet,1178.92,Internet expense
2024-11-13,transport,taxi,3653.58,Taxi expense
2024-11-13,food,restaurants,2403.94,Restaurants expense
2024-11-13,transport,taxi,940.0,Taxi expense
2024-11-13,bills,internet,1100.31,Internet expense
2024-11-13,bills,internet,3816.53,Internet expense
2024-11-14,misc,donations,335.65,Donations expense
2024-11-14,health,pharmacy,3318.26,Pharmacy expense
2024-11-14,savings,retirement,1324.6,Retirement expense
2024-11-15,savings,emergency fund,276.57,Emergency Fund expense
2024-11-15,bills,internet,4801.56,Internet expense
2024-11-15,entertainment,subscriptions,2147.91,Subscriptions expense
2024-11-15,health,insurance,2995.9,Insurance expense
2024-11-15,food,groceries,4352.91,Groceries expense
2024-11-16,food,restaurants,4542.89,Restaurants expense
2024-11-16,misc,gifts,4185.12,Gifts expense
2024-11-16,bills,electricity,2588.04,Electricity expense
2024-11-17,transport,taxi,4490.01,Taxi expense
2024-11-17,savings,emergency fund,4008.03,Emergency Fund expense
2024-11-17,transport,public transport,3794.46,Public Transport expense
2024-11-17,bills,internet,2340.23,Internet expense
2024-11-18,savings,retirement,1756.28,Retirement expense
2024-11-18,entertainment,subscriptions,4131.5,Subscriptions expense
2024-11-18,bills,internet,4487.9,Internet expense
2024-11-18,entertainment,movies,383.13,Movies expense
2024-11-19,bills,electricity,4185.04,Electricity expense
2024-11-19,misc,others,633.75,Others expense
2024-11-19,shopping,clothes,4682.09,Clothes expense
2024-11-19,transport,public transport,2590.47,Public Transport expense
2024-11-20,savings,retirement,293.72,Retirement expense
2024-11-20,misc,donations,1592.74,Donations expense
2024-11-20,health,pharmacy,1834.51,Pharmacy expense
2024-11-21,food,restaurants,4495.7,Restaurants expense
2024-11-21,transport,fuel,3159.03,Fuel expense
2024-11-21,misc,donations,2203.6,Donations expense
2024-11-22,health,insurance,3708.3,Insurance expense
2024-11-22,misc,donations,4468.02,Donations expense
2024-11-22,entertainment,subscriptions,2858.16,Subscriptions expense
2024-11-23,transport,public transport,3991.73,Public Transport expense
2024-11-23,bills,rent,3576.86,Rent expense
2024-11-23,bills,rent,3619.02,Rent expense
2024-11-23,misc,others,1212.1,Others expense
2024-11-24,misc,others,4323.43,Others expense
2024-11-24,misc,others,2434.59,Others expense
2024-11-24,food,restaurants,3764.91,Restaurants expense
2024-11-24,bills,electricity,546.29,Electricity expense
2024-11-24,shopping,accessories,2532.2,Accessories expense
2024-11-25,shopping,accessories,4530.63,Accessories expense
2024-11-25,health,doctor,957.48,Doctor expense
2024-11-25,misc,donations,3218.57,Donations expense
2024-11-25,bills,electricity,973.28,Electricity expense
2024-11-26,health,doctor,1829.75,Doctor expense
2024-11-26,entertainment,movies,1002.99,Movies expense
2024-11-26,food,coffee,673.28,Coffee expense
2024-11-27,shopping,accessories,937.68,Accessories expense
2024-11-27,entertainment,games,2147.32,Games expense
2024-11-27,bills,electricity,1351.55,Electricity expense
2024-11-27,bills,internet,2500.51,Internet expense
2024-11-28,entertainment,movies,1831.43,Movies expense
2024-11-28,misc,others,2428.16,Others expense
2024-11-28,transport,taxi,743.81,Taxi expense
2024-11-28,misc,others,553.96,Others expense
2024-11-28,shopping,clothes,2210.24,Clothes expense
2024-11-29,health,pharmacy,4894.02,Pharmacy expense
2024-11-29,entertainment,movies,4728.28,Movies expense
2024-11-29,entertainment,games,1454.09,Games expense
2024-11-29,savings,investments,4237.96,Investments expense
2024-11-30,misc,gifts,3300.35,Gifts expense
2024-11-30,bills,rent,1262.69,Rent expense
2024-11-30,food,coffee,93.94,Coffee expense
2024-11-30,health,pharmacy,1249.7,Pharmacy expense
2024-12-01,bills,rent,1687.57,Rent expense
2024-12-01,misc,donations,1831.98,Donations expense
2024-12-01,food,restaurants,1761.42,Restaurants expense
2024-12-01,transport,public transport,3731.1,Public Transport expense
2024-12-02,savings,emergency fund,4002.53,Emergency Fund expense
2024-12-02,health,insurance,1574.48,Insurance expense
2024-12-02,transport,fuel,3523.99,Fuel expense
2024-12-02,food,groceries,3394.41,Groceries expense
2024-12-02,savings,retirement,1793.36,Retirement expense
2024-12-03,health,doctor,2704.68,Doctor expense
2024-12-03,food,coffee,3414.13,Coffee expense
2024-12-03,bills,internet,379.61,Internet expense
2024-12-03,bills,rent,1211.0,Rent expense
2024-12-04,entertainment,subscriptions,2377.07,Subscriptions expense
2024-12-04,misc,gifts,1642.51,Gifts expense
2024-12-04,health,doctor,3660.29,Doctor expense
2024-12-05,health,pharmacy,2430.09,Pharmacy expense
2024-12-05,transport,public transport,643.45,Public Transport expense
2024-12-05,transport,fuel,4083.81,Fuel expense
2024-12-06,bills,rent,188.41,Rent expense
2024-12-06,savings,investments,4320.42,Investments expense
2024-12-06,shopping,accessories,2282.2,Accessories expense
2024-12-06,health,insurance,4360.76,Insurance expense
2024-12-06,food,groceries,2113.4,Groceries expense
2024-12-07,shopping,electronics,3378.37,Electronics expense
2024-12-07,shopping,accessories,2110.46,Accessories expense
2024-12-07,misc,gifts,3985.68,Gifts expense
2024-12-07,bills,internet,208.44,Internet expense
2024-12-07,transport,public transport,1185.76,Public Transport expense
2024-12-08,shopping,accessories,3428.76,Accessories expense
2024-12-08,savings,emergency fund,1586.74,Emergency Fund expense
2024-12-08,bills,electricity,790.71,Electricity expense
2024-12-08,misc,donations,4591.23,Donations expense
2024-12-09,savings,emergency fund,4762.58,Emergency Fund expense
2024-12-09,misc,gifts,4284.89,Gifts expense
2024-12-09,food,groceries,3858.02,Groceries expense
2024-12-10,entertainment,subscriptions,3826.8,Subscriptions expense
2024-12-10,bills,electricity,2356.99,Electricity expense
2024-12-10,transport,taxi,4878.2,Taxi expense
2024-12-10,misc,gifts,3423.71,Gifts expense
2024-12-10,transport,taxi,403.41,Taxi expense
2024-12-11,transport,fuel,1329.06,Fuel expense
2024-12-11,food,coffee,1132.67,Coffee expense
2024-12-11,entertainment,subscriptions,4107.66,Subscriptions expense
2024-12-11,entertainment,games,2603.77,Games expense
2024-12-11,shopping,accessories,4589.11,Accessories expense
2024-12-12,entertainment,games,3129.68,Games expense
2024-12-12,shopping,clothes,3645.6,Clothes expense
2024-12-12,savings,investments,620.82,Investments expense
2024-12-12,food,restaurants,3330.45,Restaurants expense
2024-12-13,health,doctor,3156.66,Doctor expense
2024-12-13,transport,taxi,62.74,Taxi expense
2024-12-13,shopping,electronics,4623.59,Electronics expense
2024-12-14,entertainment,games,849.3,Games expense
2024-12-14,entertainment,movies,1552.47,Movies expense
2024-12-14,transport,taxi,3601.62,Taxi expense
2024-12-14,transport,public transport,1370.12,Public Transport expense
2024-12-15,savings,investments,4649.14,Investments expense
2024-12-15,entertainment,games,2294.39,Games expense
2024-12-15,shopping,accessories,2469.32,Accessories expense
2024-12-16,entertainment,games,1983.15,Games expense
2024-12-16,transport,fuel,4513.14,Fuel expense
2024-12-16,health,insurance,406.51,Insurance expense
2024-12-17,shopping,clothes,3600.39,Clothes expense
2024-12-17,shopping,electronics,2233.28,Electronics expense
2024-12-17,food,groceries,1995.19,Groceries expense
2024-12-18,food,coffee,2607.63,Coffee expense
2024-12-18,misc,donations,4673.29,Donations expense
2024-12-18,misc,gifts,2159.27,Gifts expense
2024-12-19,transport,public transport,1885.46,Public Transport expense
2024-12-19,savings,investments,1067.5,Investments expense
2024-12-19,savings,emergency fund,4264.92,Emergency Fund expense
2024-12-19,misc,others,2064.34,Others expense
2024-12-20,food,coffee,2126.1,Coffee expense
2024-12-20,savings,emergency fund,2975.58,Emergency Fund expense
2024-12-20,entertainment,movies,1523.0,Movies expense
2024-12-20,shopping,electronics,1745.46,Electronics expense
2024-12-20,health,insurance,2070.45,Insurance expense
2024-12-21,entertainment,movies,3063.68,Movies expense
2024-12-21,bills,internet,675.42,Internet expense
2024-12-21,health,pharmacy,3974.67,Pharmacy expense
2024-12-22,savings,emergency fund,1847.76,Emergency Fund expense
2024-12-22,misc,gifts,3064.34,Gifts expense
2024-12-22,savings,emergency fund,4247.22,Emergency Fund expense
2024-12-22,bills,internet,1664.79,Internet expense
2024-12-23,transport,public transport,250.06,Public Transport expense
2024-12-23,shopping,electronics,4449.98,Electronics expense
2024-12-23,entertainment,subscriptions,1066.83,Subscriptions expense
2024-12-24,transport,taxi,980.88,Taxi expense
2024-12-24,food,coffee,361.07,Coffee expense
2024-12-24,shopping,accessories,1882.57,Accessories expense
2024-12-24,shopping,electronics,4537.78,Electronics expense
2024-12-25,transport,public transport,3270.5,Public Transport expense
2024-12-25,health,doctor,691.32,Doctor expense
2024-12-25,health,pharmacy,3345.7,Pharmacy expense
2024-12-25,transport,public transport,1417.82,Public Transport expense
2024-12-25,bills,internet,1656.0,Internet expense
2024-12-26,savings,retirement,1949.81,Retirement expense
2024-12-26,shopping,accessories,4030.28,Accessories expense
2024-12-26,shopping,accessories,4169.09,Accessories expense
2024-12-27,health,pharmacy,3461.02,Pharmacy expense
2024-12-27,health,insurance,2570.8,Insurance expense
2024-12-27,health,doctor,2419.03,Doctor expense
2024-12-27,misc,donations,417.19,Donations expense
2024-12-27,transport,taxi,1779.69,Taxi expense
2024-12-28,entertainment,subscriptions,1436.05,Subscriptions expense
2024-12-28,misc,gifts,433.17,Gifts expense
2024-12-28,food,groceries,415.9,Groceries expense
2024-12-29,food,groceries,2563.71,Groceries expense
2024-12-29,savings,retirement,700.68,Retirement expense
2024-12-29,misc,others,4626.82,Others expense
2024-12-30,health,doctor,1406.39,Doctor expense
2024-12-30,entertainment,games,1518.57,Games expense
2024-12-30,transport,fuel,2746.31,Fuel expense
2024-12-30,bills,internet,4033.79,Internet expense
2024-12-30,bills,internet,3023.36,Internet expense
2024-12-31,health,doctor,3426.6,Doctor expense
2024-12-31,savings,retirement,504.79,Retirement expense
2024-12-31,misc,donations,4098.92,Donations expense
2024-12-31,savings,retirement,3141.87,Retirement expense
2025-01-01,food,groceries,4567.05,Groceries expense
2025-01-01,food,restaurants,1519.9,Restaurants expense
2025-01-01,bills,internet,1532.55,Internet expense
2025-01-01,savings,investments,2137.93,Investments expense
2025-01-01,misc,gifts,1977.43,Gifts expense
2025-01-02,bills,internet,3330.56,Internet expense
2025-01-02,misc,gifts,491.61,Gifts expense
2025-01-02,shopping,electronics,2500.26,Electronics expense
2025-01-02,entertainment,movies,2140.22,Movies expense
2025-01-03,bills,internet,2340.11,Internet expense
2025-01-03,transport,fuel,4149.0,Fuel expense
2025-01-03,shopping,clothes,2067.18,Clothes expense
2025-01-03,misc,gifts,1455.28,Gifts expense
2025-01-03,bills,internet,803.41,Internet expense
2025-01-04,transport,fuel,735.43,Fuel expense
2025-01-04,health,pharmacy,305.27,Pharmacy expense
2025-01-04,misc,others,2357.8,Others expense
2025-01-04,food,restaurants,4212.69,Restaurants expense
2025-01-05,misc,others,2941.65,Others expense
2025-01-05,entertainment,subscriptions,2321.97,Subscriptions expense
2025-01-05,shopping,electronics,3998.11,Electronics expense
2025-01-05,bills,internet,2393.72,Internet expense
2025-01-05,bills,electricity,4868.6,Electricity expense
2025-01-06,shopping,electronics,2323.08,Electronics expense
2025-01-06,shopping,electronics,905.56,Electronics expense
2025-01-06,misc,donations,1263.09,Donations expense
2025-01-07,transport,taxi,3226.28,Taxi expense
2025-01-07,transport,fuel,2648.01,Fuel expense
2025-01-07,health,pharmacy,1237.03,Pharmacy expense
2025-01-07,entertainment,subscriptions,4748.19,Subscriptions expense
2025-01-08,shopping,electronics,3433.94,Electronics expense
2025-01-08,transport,taxi,1889.04,Taxi expense
2025-01-08,transport,public transport,2172.95,Public Transport expense
2025-01-08,entertainment,movies,2608.76,Movies expense
2025-01-08,health,pharmacy,3820.56,Pharmacy expense
2025-01-09,misc,others,858.24,Others expense
2025-01-09,misc,gifts,4547.8,Gifts expense
2025-01-09,savings,emergency fund,3533.34,Emergency Fund expense
2025-01-09,health,pharmacy,64.94,Pharmacy expense
2025-01-10,transport,public transport,2629.21,Public Transport expense
2025-01-10,entertainment,movies,2083.73,Movies expense
2025-01-10,savings,emergency fund,3293.41,Emergency Fund expense
2025-01-11,misc,gifts,4337.88,Gifts expense
2025-01-11,shopping,electronics,3449.2,Electronics expense
2025-01-11,savings,investments,3892.8,Investments expense
2025-01-11,shopping,clothes,4666.96,Clothes expense
2025-01-12,entertainment,subscriptions,1208.42,Subscriptions expense
2025-01-12,bills,electricity,255.41,Electricity expense
2025-01-12,entertainment,games,3716.45,Games expense
2025-01-12,entertainment,games,4340.57,Games expense
2025-01-13,transport,taxi,247.87,Taxi expense
2025-01-13,misc,gifts,1276.41,Gifts expense
2025-01-13,misc,donations,935.88,Donations expense
2025-01-14,entertainment,subscriptions,2008.13,Subscriptions expense
2025-01-14,entertainment,games,1917.29,Games expense
2025-01-14,shopping,electronics,1031.57,Electronics expense
2025-01-15,bills,internet,3104.02,Internet expense
2025-01-15,food,groceries,3894.78,Groceries expense
2025-01-15,bills,rent,1226.37,Rent expense
2025-01-15,bills,internet,877.39,Internet expense
2025-01-15,bills,electricity,3797.47,Electricity expense
2025-01-16,savings,retirement,574.6,Retirement expense
2025-01-16,food,restaurants,686.94,Restaurants expense
2025-01-16,bills,internet,522.21,Internet expense
2025-01-16,shopping,clothes,286.14,Clothes expense
2025-01-17,bills,internet,1173.98,Internet expense
2025-01-17,bills,electricity,822.73,Electricity expense
2025-01-17,misc,gifts,744.71,Gifts expense
2025-01-17,transport,public transport,114.13,Public Transport expense
2025-01-18,health,doctor,265.28,Doctor expense
2025-01-18,shopping,electronics,4893.68,Electronics expense
2025-01-18,shopping,accessories,4069.06,Accessories expense
2025-01-18,health,doctor,4553.8,Doctor expense
2025-01-19,savings,investments,1825.3,Investments expense
2025-01-19,entertainment,games,312.45,Games expense
2025-01-19,transport,taxi,1284.39,Taxi expense
2025-01-19,entertainment,games,3142.43,Games expense
2025-01-20,health,pharmacy,4873.34,Pharmacy expense
2025-01-20,entertainment,subscriptions,3839.89,Subscriptions expense
2025-01-20,health,doctor,2860.61,Doctor expense
2025-01-21,health,pharmacy,2172.15,Pharmacy expense
2025-01-21,health,doctor,1638.88,Doctor expense
2025-01-21,health,insurance,2816.55,Insurance expense
2025-01-21,entertainment,games,1429.76,Games expense
2025-01-22,transport,fuel,474.32,Fuel expense
2025-01-22,food,groceries,788.42,Groceries expense
2025-01-22,misc,donations,3746.09,Donations expense
2025-01-22,health,insurance,1015.59,Insurance expense
2025-01-23,transport,taxi,3157.77,Taxi expense
2025-01-23,bills,electricity,3547.21,Electricity expense
2025-01-23,food,groceries,4173.91,Groceries expense
2025-01-23,health,pharmacy,544.69,Pharmacy expense
2025-01-23,savings,emergency fund,2654.59,Emergency Fund expense
2025-01-24,bills,electricity,324.47,Electricity expense
2025-01-24,food,groceries,2879.49,Groceries expense
2025-01-24,health,insurance,2073.16,Insurance expense
2025-01-24,food,groceries,3532.64,Groceries expense
2025-01-25,transport,public transport,384.53,Public Transport expense
2025-01-25,shopping,clothes,220.02,Clothes expense
2025-01-25,entertainment,movies,2999.34,Movies expense
2025-01-25,shopping,electronics,2305.01,Electronics expense
2025-01-25,entertainment,games,443.17,Games expense
2025-01-26,transport,public transport,3490.99,Public Transport expense
2025-01-26,savings,investments,4289.23,Investments expense
2025-01-26,shopping,electronics,2173.29,Electronics expense
2025-01-26,entertainment,movies,4236.79,Movies expense
2025-01-27,savings,emergency fund,3619.64,Emergency Fund expense
2025-01-27,entertainment,movies,592.86,Movies expense
2025-01-27,bills,internet,3453.39,Internet expense
2025-01-27,health,insurance,1326.46,Insurance expense
2025-01-28,health,insurance,2618.27,Insurance expense
2025-01-28,shopping,accessories,4716.09,Accessories expense
2025-01-28,shopping,clothes,756.13,Clothes expense
2025-01-28,food,groceries,3832.41,Groceries expense
2025-01-28,health,pharmacy,1491.12,Pharmacy expense
2025-01-29,transport,taxi,3374.61,Taxi expense
2025-01-29,entertainment,subscriptions,4993.58,Subscriptions expense
2025-01-29,misc,gifts,3646.46,Gifts expense
2025-01-29,food,groceries,2561.53,Groceries expense
2025-01-30,bills,internet,4923.31,Internet expense
2025-01-30,bills,rent,2484.62,Rent expense
2025-01-30,misc,donations,3855.46,Donations expense
2025-01-30,food,coffee,2302.05,Coffee expense
2025-01-30,misc,others,4945.2,Others expense
2025-01-31,transport,public transport,4093.0,Public Transport expense
2025-01-31,savings,retirement,3344.89,Retirement expense
2025-01-31,health,pharmacy,4067.38,Pharmacy expense
2025-01-31,shopping,electronics,4901.06,Electronics expense
2025-02-01,food,coffee,3306.11,Coffee expense
2025-02-01,entertainment,subscriptions,1883.51,Subscriptions expense
2025-02-01,entertainment,movies,4912.91,Movies expense
2025-02-02,bills,internet,505.74,Internet expense
2025-02-02,health,insurance,4588.59,Insurance expense
2025-02-02,misc,gifts,4332.61,Gifts expense
2025-02-02,bills,electricity,775.08,Electricity expense
2025-02-02,misc,donations,1946.92,Donations expense
