datetime,date,time,month,week,category,amount,description,type
2024-08-13 14:52:50,2024-08-13,14:52:50,August 2024,Week 33,Utilities,3876.51,Utilities expense,need
2024-08-13 15:34:41,2024-08-13,15:34:41,August 2024,Week 33,Rent,2411.22,Rent expense,need
2024-08-13 15:51:27,2024-08-13,15:51:27,August 2024,Week 33,Transport,1519.48,Transport expense,need
2024-08-14 02:14:42,2024-08-14,02:14:42,August 2024,Week 33,Transport,1096.87,Transport expense,need
2024-08-14 13:24:08,2024-08-14,13:24:08,August 2024,Week 33,Dining Out,4539.32,Dining Out expense,want
2024-08-14 18:33:29,2024-08-14,18:33:29,August 2024,Week 33,Travel,3703.06,Travel expense,want
2024-08-15 01:05:50,2024-08-15,01:05:50,August 2024,Week 33,Groceries,1263.49,Groceries expense,need
2024-08-15 14:17:57,2024-08-15,14:17:57,August 2024,Week 33,Travel,2109.9,Travel expense,want
2024-08-15 22:52:21,2024-08-15,22:52:21,August 2024,Week 33,Subscriptions,726.51,Subscriptions expense,want
2024-08-16 01:56:16,2024-08-16,01:56:16,August 2024,Week 33,Travel,997.52,Travel expense,want
2024-08-16 04:50:16,2024-08-16,04:50:16,August 2024,Week 33,Food Delivery,3677.62,Food Delivery expense,want
2024-08-17 06:31:30,2024-08-17,06:31:30,August 2024,Week 33,Subscriptions,951.89,Subscriptions expense,want
2024-08-18 20:24:39,2024-08-18,20:24:39,August 2024,Week 33,Groceries,1654.77,Groceries expense,need
2024-08-18 21:22:17,2024-08-18,21:22:17,August 2024,Week 33,Rent,2176.49,Rent expense,need
2024-08-19 09:00:24,2024-08-19,09:00:24,August 2024,Week 34,Entertainment,3443.82,Entertainment expense,want
2024-08-19 21:03:27,2024-08-19,21:03:27,August 2024,Week 34,Shopping,4884.18,Shopping expense,want
2024-08-20 00:19:50,2024-08-20,00:19:50,August 2024,Week 34,Transport,1582.13,Transport expense,need
2024-08-20 12:59:45,2024-08-20,12:59:45,August 2024,Week 34,Entertainment,639.17,Entertainment expense,want
2024-08-20 20:35:14,2024-08-20,20:35:14,August 2024,Week 34,Entertainment,386.45,Entertainment expense,want
2024-08-21 04:26:21,2024-08-21,04:26:21,August 2024,Week 34,Travel,1291.91,Travel expense,want
2024-08-21 08:24:21,2024-08-21,08:24:21,August 2024,Week 34,Utilities,2628.66,Utilities expense,need
2024-08-22 16:37:11,2024-08-22,16:37:11,August 2024,Week 34,Healthcare,4872.18,Healthcare expense,need
2024-08-23 06:26:07,2024-08-23,06:26:07,August 2024,Week 34,Shopping,2358.91,Shopping expense,want
2024-08-24 14:35:23,2024-08-24,14:35:23,August 2024,Week 34,Rent,2225.03,Rent expense,need
2024-08-24 16:26:58,2024-08-24,16:26:58,August 2024,Week 34,Rent,4472.64,Rent expense,need
2024-08-25 03:02:09,2024-08-25,03:02:09,August 2024,Week 34,Utilities,4205.13,Utilities expense,need
2024-08-25 06:36:07,2024-08-25,06:36:07,August 2024,Week 34,Dining Out,1984.1,Dining Out expense,want
2024-08-25 23:20:50,2024-08-25,23:20:50,August 2024,Week 34,Rent,3864.94,Rent expense,need
2024-08-26 18:00:23,2024-08-26,18:00:23,August 2024,Week 35,Shopping,3110.71,Shopping expense,want
2024-08-26 22:42:24,2024-08-26,22:42:24,August 2024,Week 35,Transport,1979.94,Transport expense,need
2024-08-27 00:47:10,2024-08-27,00:47:10,August 2024,Week 35,Shopping,2687.18,Shopping expense,want
2024-08-27 05:21:03,2024-08-27,05:21:03,August 2024,Week 35,Travel,2393.79,Travel expense,want
2024-08-27 06:56:23,2024-08-27,06:56:23,August 2024,Week 35,Healthcare,1455.79,Healthcare expense,need
2024-08-28 08:42:24,2024-08-28,08:42:24,August 2024,Week 35,Entertainment,1133.79,Entertainment expense,want
2024-08-28 12:36:23,2024-08-28,12:36:23,August 2024,Week 35,Groceries,2342.67,Groceries expense,need
2024-08-28 14:09:41,2024-08-28,14:09:41,August 2024,Week 35,Rent,1259.94,Rent expense,need
2024-08-29 22:56:20,2024-08-29,22:56:20,August 2024,Week 35,Subscriptions,3148.23,Subscriptions expense,want
2024-08-30 01:05:01,2024-08-30,01:05:01,August 2024,Week 35,Rent,4519.31,Rent expense,need
2024-08-30 12:34:08,2024-08-30,12:34:08,August 2024,Week 35,Transport,3032.23,Transport expense,need
2024-08-30 19:46:30,2024-08-30,19:46:30,August 2024,Week 35,Entertainment,1137.46,Entertainment expense,want
2024-09-01 05:30:47,2024-09-01,05:30:47,September 2024,Week 35,Shopping,1241.88,Shopping expense,want
2024-09-01 15:56:24,2024-09-01,15:56:24,September 2024,Week 35,Rent,3448.94,Rent expense,need
2024-09-02 14:35:06,2024-09-02,14:35:06,September 2024,Week 36,Utilities,1150.53,Utilities expense,need
2024-09-03 02:57:02,2024-09-03,02:57:02,September 2024,Week 36,Rent,3225.08,Rent expense,need
2024-09-03 22:48:13,2024-09-03,22:48:13,September 2024,Week 36,Utilities,716.19,Utilities expense,need
2024-09-04 01:13:14,2024-09-04,01:13:14,September 2024,Week 36,Rent,2093.59,Rent expense,need
2024-09-04 02:43:23,2024-09-04,02:43:23,September 2024,Week 36,Dining Out,3334.08,Dining Out expense,want
2024-09-04 05:09:56,2024-09-04,05:09:56,September 2024,Week 36,Rent,3166.59,Rent expense,need
2024-09-04 17:28:48,2024-09-04,17:28:48,September 2024,Week 36,Entertainment,1791.12,Entertainment expense,want
2024-09-04 19:28:46,2024-09-04,19:28:46,September 2024,Week 36,Rent,1515.19,Rent expense,need
2024-09-05 17:35:50,2024-09-05,17:35:50,September 2024,Week 36,Travel,219.76,Travel expense,want
2024-09-05 20:22:59,2024-09-05,20:22:59,September 2024,Week 36,Healthcare,486.32,Healthcare expense,need
2024-09-07 21:47:20,2024-09-07,21:47:20,September 2024,Week 36,Healthcare,1791.34,Healthcare expense,need
2024-09-08 23:34:21,2024-09-08,23:34:21,September 2024,Week 36,Rent,4007.16,Rent expense,need
2024-09-09 04:27:30,2024-09-09,04:27:30,September 2024,Week 37,Rent,4843.64,Rent expense,need
2024-09-09 11:01:24,2024-09-09,11:01:24,September 2024,Week 37,Food Delivery,3267.56,Food Delivery expense,want
2024-09-09 14:27:11,2024-09-09,14:27:11,September 2024,Week 37,Transport,2185.4,Transport expense,need
2024-09-10 16:54:16,2024-09-10,16:54:16,September 2024,Week 37,Subscriptions,1442.76,Subscriptions expense,want
2024-09-11 01:03:12,2024-09-11,01:03:12,September 2024,Week 37,Entertainment,4837.56,Entertainment expense,want
2024-09-11 01:32:47,2024-09-11,01:32:47,September 2024,Week 37,Food Delivery,3834.46,Food Delivery expense,want
2024-09-11 07:53:40,2024-09-11,07:53:40,September 2024,Week 37,Healthcare,4952.46,Healthcare expense,need
2024-09-11 20:49:33,2024-09-11,20:49:33,September 2024,Week 37,Travel,2095.7,Travel expense,want
2024-09-11 22:21:16,2024-09-11,22:21:16,September 2024,Week 37,Groceries,748.57,Groceries expense,need
2024-09-11 22:55:45,2024-09-11,22:55:45,September 2024,Week 37,Rent,4597.97,Rent expense,need
2024-09-12 04:07:17,2024-09-12,04:07:17,September 2024,Week 37,Entertainment,4164.11,Entertainment expense,want
2024-09-12 04:26:08,2024-09-12,04:26:08,September 2024,Week 37,Entertainment,2965.64,Entertainment expense,want
2024-09-12 08:40:57,2024-09-12,08:40:57,September 2024,Week 37,Rent,4311.73,Rent expense,need
2024-09-12 09:59:51,2024-09-12,09:59:51,September 2024,Week 37,Rent,2054.74,Rent expense,need
2024-09-12 10:39:19,2024-09-12,10:39:19,September 2024,Week 37,Transport,4699.75,Transport expense,need
2024-09-13 01:11:09,2024-09-13,01:11:09,September 2024,Week 37,Shopping,3424.37,Shopping expense,want
2024-09-13 03:08:35,2024-09-13,03:08:35,September 2024,Week 37,Shopping,3507.51,Shopping expense,want
2024-09-13 14:55:23,2024-09-13,14:55:23,September 2024,Week 37,Groceries,795.09,Groceries expense,need
2024-09-14 00:21:26,2024-09-14,00:21:26,September 2024,Week 37,Groceries,2881.31,Groceries expense,need
2024-09-14 12:26:45,2024-09-14,12:26:45,September 2024,Week 37,Rent,2314.04,Rent expense,need
2024-09-14 16:24:47,2024-09-14,16:24:47,September 2024,Week 37,Entertainment,613.81,Entertainment expense,want
2024-09-14 23:51:06,2024-09-14,23:51:06,September 2024,Week 37,Healthcare,3431.1,Healthcare expense,need
2024-09-15 04:24:20,2024-09-15,04:24:20,September 2024,Week 37,Healthcare,1954.13,Healthcare expense,need
2024-09-15 10:19:43,2024-09-15,10:19:43,September 2024,Week 37,Subscriptions,4287.75,Subscriptions expense,want
2024-09-15 17:50:27,2024-09-15,17:50:27,September 2024,Week 37,Food Delivery,4984.64,Food Delivery expense,want
2024-09-16 06:24:56,2024-09-16,06:24:56,September 2024,Week 38,Healthcare,2454.04,Healthcare expense,need
2024-09-16 23:52:29,2024-09-16,23:52:29,September 2024,Week 38,Entertainment,3113.34,Entertainment expense,want
2024-09-17 04:51:30,2024-09-17,04:51:30,September 2024,Week 38,Transport,1636.49,Transport expense,need
2024-09-18 09:16:51,2024-09-18,09:16:51,September 2024,Week 38,Travel,494.48,Travel expense,want
2024-09-18 09:47:06,2024-09-18,09:47:06,September 2024,Week 38,Groceries,4224.51,Groceries expense,need
2024-09-18 18:06:41,2024-09-18,18:06:41,September 2024,Week 38,Food Delivery,1327.51,Food Delivery expense,want
2024-09-19 07:57:20,2024-09-19,07:57:20,September 2024,Week 38,Utilities,3188.66,Utilities expense,need
2024-09-19 09:56:04,2024-09-19,09:56:04,September 2024,Week 38,Groceries,317.56,Groceries expense,need
2024-09-19 18:16:18,2024-09-19,18:16:18,September 2024,Week 38,Healthcare,3807.56,Healthcare expense,need
2024-09-20 02:40:29,2024-09-20,02:40:29,September 2024,Week 38,Healthcare,1534.26,Healthcare expense,need
2024-09-20 08:33:53,2024-09-20,08:33:53,September 2024,Week 38,Groceries,3858.72,Groceries expense,need
2024-09-21 18:01:51,2024-09-21,18:01:51,September 2024,Week 38,Dining Out,2781.04,Dining Out expense,want
2024-09-22 04:46:04,2024-09-22,04:46:04,September 2024,Week 38,Dining Out,1052.92,Dining Out expense,want
2024-09-22 21:34:48,2024-09-22,21:34:48,September 2024,Week 38,Rent,4683.52,Rent expense,need
2024-09-22 23:46:38,2024-09-22,23:46:38,September 2024,Week 38,Groceries,2831.2,Groceries expense,need
2024-09-23 03:49:56,2024-09-23,03:49:56,September 2024,Week 39,Rent,2154.13,Rent expense,need
2024-09-23 12:44:52,2024-09-23,12:44:52,September 2024,Week 39,Food Delivery,2535.42,Food Delivery expense,want
2024-09-23 22:02:23,2024-09-23,22:02:23,September 2024,Week 39,Groceries,3972.21,Groceries expense,need
2024-09-23 23:49:32,2024-09-23,23:49:32,September 2024,Week 39,Transport,3927.86,Transport expense,need
2024-09-24 15:43:54,2024-09-24,15:43:54,September 2024,Week 39,Subscriptions,1369.6,Subscriptions expense,want
2024-09-24 18:08:41,2024-09-24,18:08:41,September 2024,Week 39,Dining Out,3440.81,Dining Out expense,want
2024-09-25 13:01:12,2024-09-25,13:01:12,September 2024,Week 39,Subscriptions,2989.34,Subscriptions expense,want
2024-09-26 07:35:23,2024-09-26,07:35:23,September 2024,Week 39,Entertainment,3049.44,Entertainment expense,want
2024-09-27 04:04:39,2024-09-27,04:04:39,September 2024,Week 39,Travel,520.58,Travel expense,want
2024-09-28 02:28:12,2024-09-28,02:28:12,September 2024,Week 39,Rent,4305.06,Rent expense,need
2024-09-28 04:41:51,2024-09-28,04:41:51,September 2024,Week 39,Travel,1311.99,Travel expense,want
2024-09-28 16:26:07,2024-09-28,16:26:07,September 2024,Week 39,Healthcare,2342.46,Healthcare expense,need
2024-09-28 23:14:17,2024-09-28,23:14:17,September 2024,Week 39,Travel,398.43,Travel expense,want
2024-09-29 00:37:14,2024-09-29,00:37:14,September 2024,Week 39,Shopping,4002.9,Shopping expense,want
2024-09-29 05:04:21,2024-09-29,05:04:21,September 2024,Week 39,Subscriptions,3721.77,Subscriptions expense,want
2024-09-29 21:01:38,2024-09-29,21:01:38,September 2024,Week 39,Rent,3723.82,Rent expense,need
2024-09-29 22:04:57,2024-09-29,22:04:57,September 2024,Week 39,Entertainment,537.44,Entertainment expense,want
2024-09-30 02:05:25,2024-09-30,02:05:25,September 2024,Week 40,Groceries,4254.18,Groceries expense,need
2024-10-01 00:05:03,2024-10-01,00:05:03,October 2024,Week 40,Subscriptions,3075.64,Subscriptions expense,want
2024-10-01 02:29:35,2024-10-01,02:29:35,October 2024,Week 40,Shopping,4135.28,Shopping expense,want
2024-10-01 17:18:18,2024-10-01,17:18:18,October 2024,Week 40,Groceries,916.73,Groceries expense,need
2024-10-01 22:03:03,2024-10-01,22:03:03,October 2024,Week 40,Transport,2206.19,Transport expense,need
2024-10-02 08:50:27,2024-10-02,08:50:27,October 2024,Week 40,Utilities,2374.75,Utilities expense,need
2024-10-02 18:27:15,2024-10-02,18:27:15,October 2024,Week 40,Groceries,537.0,Groceries expense,need
2024-10-04 08:14:17,2024-10-04,08:14:17,October 2024,Week 40,Groceries,1292.29,Groceries expense,need
2024-10-05 17:36:49,2024-10-05,17:36:49,October 2024,Week 40,Shopping,1867.95,Shopping expense,want
2024-10-06 05:54:44,2024-10-06,05:54:44,October 2024,Week 40,Food Delivery,225.72,Food Delivery expense,want
2024-10-07 03:33:53,2024-10-07,03:33:53,October 2024,Week 41,Transport,4030.32,Transport expense,need
2024-10-08 12:40:07,2024-10-08,12:40:07,October 2024,Week 41,Travel,385.26,Travel expense,want
2024-10-08 12:49:30,2024-10-08,12:49:30,October 2024,Week 41,Entertainment,2225.62,Entertainment expense,want
2024-10-09 19:08:54,2024-10-09,19:08:54,October 2024,Week 41,Shopping,4363.78,Shopping expense,want
2024-10-11 05:47:07,2024-10-11,05:47:07,October 2024,Week 41,Travel,2356.23,Travel expense,want
2024-10-12 01:07:50,2024-10-12,01:07:50,October 2024,Week 41,Travel,489.54,Travel expense,want
2024-10-12 05:51:17,2024-10-12,05:51:17,October 2024,Week 41,Travel,3891.28,Travel expense,want
2024-10-12 15:42:40,2024-10-12,15:42:40,October 2024,Week 41,Groceries,1706.99,Groceries expense,need
2024-10-13 06:28:40,2024-10-13,06:28:40,October 2024,Week 41,Utilities,2014.37,Utilities expense,need
2024-10-13 22:14:31,2024-10-13,22:14:31,October 2024,Week 41,Healthcare,1332.67,Healthcare expense,need
2024-10-14 02:19:34,2024-10-14,02:19:34,October 2024,Week 42,Shopping,1511.4,Shopping expense,want
2024-10-14 19:16:02,2024-10-14,19:16:02,October 2024,Week 42,Subscriptions,4856.17,Subscriptions expense,want
2024-10-14 22:03:34,2024-10-14,22:03:34,October 2024,Week 42,Shopping,4485.39,Shopping expense,want
2024-10-16 05:05:11,2024-10-16,05:05:11,October 2024,Week 42,Travel,310.13,Travel expense,want
2024-10-17 09:12:48,2024-10-17,09:12:48,October 2024,Week 42,Healthcare,245.74,Healthcare expense,need
2024-10-18 10:25:16,2024-10-18,10:25:16,October 2024,Week 42,Groceries,2411.28,Groceries expense,need
2024-10-19 07:02:01,2024-10-19,07:02:01,October 2024,Week 42,Dining Out,2476.5,Dining Out expense,want
2024-10-20 00:24:42,2024-10-20,00:24:42,October 2024,Week 42,Rent,1280.67,Rent expense,need
2024-10-20 22:58:31,2024-10-20,22:58:31,October 2024,Week 42,Utilities,1051.68,Utilities expense,need
2024-10-21 14:13:25,2024-10-21,14:13:25,October 2024,Week 43,Food Delivery,2744.59,Food Delivery expense,want
2024-10-21 23:17:39,2024-10-21,23:17:39,October 2024,Week 43,Utilities,3340.32,Utilities expense,need
2024-10-22 06:25:29,2024-10-22,06:25:29,October 2024,Week 43,Groceries,3324.87,Groceries expense,need
2024-10-23 01:22:01,2024-10-23,01:22:01,October 2024,Week 43,Rent,705.45,Rent expense,need
2024-10-23 02:47:29,2024-10-23,02:47:29,October 2024,Week 43,Groceries,2340.08,Groceries expense,need
2024-10-23 09:37:37,2024-10-23,09:37:37,October 2024,Week 43,Food Delivery,3467.68,Food Delivery expense,want
2024-10-23 20:05:58,2024-10-23,20:05:58,October 2024,Week 43,Dining Out,4853.88,Dining Out expense,want
2024-10-23 20:14:57,2024-10-23,20:14:57,October 2024,Week 43,Transport,4227.75,Transport expense,need
2024-10-24 03:18:03,2024-10-24,03:18:03,October 2024,Week 43,Groceries,2800.89,Groceries expense,need
2024-10-24 04:26:40,2024-10-24,04:26:40,October 2024,Week 43,Utilities,4641.17,Utilities expense,need
2024-10-24 09:36:55,2024-10-24,09:36:55,October 2024,Week 43,Dining Out,2749.98,Dining Out expense,want
2024-10-24 12:12:11,2024-10-24,12:12:11,October 2024,Week 43,Travel,4246.79,Travel expense,want
2024-10-25 11:31:07,2024-10-25,11:31:07,October 2024,Week 43,Food Delivery,516.73,Food Delivery expense,want
2024-10-25 16:41:11,2024-10-25,16:41:11,October 2024,Week 43,Travel,3344.97,Travel expense,want
2024-10-26 06:44:38,2024-10-26,06:44:38,October 2024,Week 43,Healthcare,2865.55,Healthcare expense,need
2024-10-26 21:39:03,2024-10-26,21:39:03,October 2024,Week 43,Food Delivery,4550.52,Food Delivery expense,want
2024-10-26 22:00:43,2024-10-26,22:00:43,October 2024,Week 43,Travel,4968.44,Travel expense,want
2024-10-27 17:22:29,2024-10-27,17:22:29,October 2024,Week 43,Transport,1191.56,Transport expense,need
2024-10-27 23:01:54,2024-10-27,23:01:54,October 2024,Week 43,Utilities,864.76,Utilities expense,need
2024-10-28 00:58:34,2024-10-28,00:58:34,October 2024,Week 44,Travel,1948.86,Travel expense,want
2024-10-28 12:12:47,2024-10-28,12:12:47,October 2024,Week 44,Entertainment,3573.94,Entertainment expense,want
2024-10-28 19:28:23,2024-10-28,19:28:23,October 2024,Week 44,Subscriptions,1299.48,Subscriptions expense,want
2024-10-28 19:37:23,2024-10-28,19:37:23,October 2024,Week 44,Healthcare,2768.87,Healthcare expense,need
2024-10-29 06:51:04,2024-10-29,06:51:04,October 2024,Week 44,Travel,4737.65,Travel expense,want
2024-10-29 07:20:29,2024-10-29,07:20:29,October 2024,Week 44,Utilities,2069.36,Utilities expense,need
2024-10-30 00:27:38,2024-10-30,00:27:38,October 2024,Week 44,Travel,1464.13,Travel expense,want
2024-10-30 06:55:39,2024-10-30,06:55:39,October 2024,Week 44,Travel,3138.81,Travel expense,want
2024-10-31 06:15:04,2024-10-31,06:15:04,October 2024,Week 44,Healthcare,1450.06,Healthcare expense,need
2024-10-31 08:30:59,2024-10-31,08:30:59,October 2024,Week 44,Healthcare,489.34,Healthcare expense,need
2024-10-31 23:11:57,2024-10-31,23:11:57,October 2024,Week 44,Transport,852.3,Transport expense,need
2024-11-03 09:59:00,2024-11-03,09:59:00,November 2024,Week 44,Travel,2935.19,Travel expense,want
2024-11-03 12:58:27,2024-11-03,12:58:27,November 2024,Week 44,Rent,2677.89,Rent expense,need
2024-11-03 13:40:48,2024-11-03,13:40:48,November 2024,Week 44,Subscriptions,3712.93,Subscriptions expense,want
2024-11-04 02:59:27,2024-11-04,02:59:27,November 2024,Week 45,Food Delivery,940.32,Food Delivery expense,want
2024-11-04 05:31:03,2024-11-04,05:31:03,November 2024,Week 45,Travel,3967.18,Travel expense,want
2024-11-05 17:38:58,2024-11-05,17:38:58,November 2024,Week 45,Dining Out,4176.48,Dining Out expense,want
2024-11-05 21:03:42,2024-11-05,21:03:42,November 2024,Week 45,Entertainment,3521.22,Entertainment expense,want
2024-11-06 04:40:11,2024-11-06,04:40:11,November 2024,Week 45,Groceries,809.71,Groceries expense,need
2024-11-06 07:42:02,2024-11-06,07:42:02,November 2024,Week 45,Subscriptions,347.65,Subscriptions expense,want
2024-11-06 22:13:34,2024-11-06,22:13:34,November 2024,Week 45,Utilities,699.0,Utilities expense,need
2024-11-07 03:23:13,2024-11-07,03:23:13,November 2024,Week 45,Entertainment,1827.61,Entertainment expense,want
2024-11-07 09:58:48,2024-11-07,09:58:48,November 2024,Week 45,Rent,2545.62,Rent expense,need
2024-11-08 09:21:29,2024-11-08,09:21:29,November 2024,Week 45,Food Delivery,4921.27,Food Delivery expense,want
2024-11-10 05:16:55,2024-11-10,05:16:55,November 2024,Week 45,Utilities,1780.02,Utilities expense,need
2024-11-10 10:58:08,2024-11-10,10:58:08,November 2024,Week 45,Shopping,647.16,Shopping expense,want
2024-11-10 21:53:44,2024-11-10,21:53:44,November 2024,Week 45,Utilities,4010.02,Utilities expense,need
2024-11-12 04:28:58,2024-11-12,04:28:58,November 2024,Week 46,Rent,211.78,Rent expense,need
2024-11-12 09:53:04,2024-11-12,09:53:04,November 2024,Week 46,Shopping,2349.47,Shopping expense,want
2024-11-12 14:40:57,2024-11-12,14:40:57,November 2024,Week 46,Groceries,4855.81,Groceries expense,need
2024-11-13 00:09:41,2024-11-13,00:09:41,November 2024,Week 46,Rent,771.61,Rent expense,need
2024-11-13 12:56:21,2024-11-13,12:56:21,November 2024,Week 46,Subscriptions,4789.86,Subscriptions expense,want
2024-11-13 20:35:45,2024-11-13,20:35:45,November 2024,Week 46,Transport,844.62,Transport expense,need
2024-11-15 01:27:40,2024-11-15,01:27:40,November 2024,Week 46,Dining Out,752.1,Dining Out expense,want
2024-11-15 13:50:33,2024-11-15,13:50:33,November 2024,Week 46,Utilities,4384.13,Utilities expense,need
2024-11-16 12:02:35,2024-11-16,12:02:35,November 2024,Week 46,Shopping,4960.78,Shopping expense,want
2024-11-18 00:59:28,2024-11-18,00:59:28,November 2024,Week 47,Food Delivery,2554.71,Food Delivery expense,want
2024-11-18 01:17:24,2024-11-18,01:17:24,November 2024,Week 47,Rent,1496.81,Rent expense,need
2024-11-18 04:55:04,2024-11-18,04:55:04,November 2024,Week 47,Healthcare,988.34,Healthcare expense,need
2024-11-18 13:13:01,2024-11-18,13:13:01,November 2024,Week 47,Entertainment,2398.08,Entertainment expense,want
2024-11-19 03:27:21,2024-11-19,03:27:21,November 2024,Week 47,Dining Out,4527.33,Dining Out expense,want
2024-11-21 01:09:15,2024-11-21,01:09:15,November 2024,Week 47,Rent,1922.59,Rent expense,need
2024-11-21 14:40:36,2024-11-21,14:40:36,November 2024,Week 47,Food Delivery,2894.59,Food Delivery expense,want
2024-11-22 09:32:17,2024-11-22,09:32:17,November 2024,Week 47,Utilities,3094.5,Utilities expense,need
2024-11-22 13:15:09,2024-11-22,13:15:09,November 2024,Week 47,Transport,4918.48,Transport expense,need
2024-11-22 14:54:18,2024-11-22,14:54:18,November 2024,Week 47,Utilities,1156.48,Utilities expense,need
2024-11-23 07:33:31,2024-11-23,07:33:31,November 2024,Week 47,Healthcare,4201.77,Healthcare expense,need
2024-11-23 13:07:30,2024-11-23,13:07:30,November 2024,Week 47,Healthcare,1836.92,Healthcare expense,need
2024-11-23 23:48:54,2024-11-23,23:48:54,November 2024,Week 47,Utilities,3639.86,Utilities expense,need
2024-11-24 01:31:45,2024-11-24,01:31:45,November 2024,Week 47,Entertainment,3866.34,Entertainment expense,want
2024-11-24 01:32:32,2024-11-24,01:32:32,November 2024,Week 47,Subscriptions,770.5,Subscriptions expense,want
2024-11-26 21:16:48,2024-11-26,21:16:48,November 2024,Week 48,Transport,1271.13,Transport expense,need
2024-11-27 20:41:03,2024-11-27,20:41:03,November 2024,Week 48,Dining Out,2179.9,Dining Out expense,want
2024-11-28 18:41:17,2024-11-28,18:41:17,November 2024,Week 48,Shopping,4978.86,Shopping expense,want
2024-11-29 05:38:13,2024-11-29,05:38:13,November 2024,Week 48,Utilities,4305.96,Utilities expense,need
2024-11-29 09:08:33,2024-11-29,09:08:33,November 2024,Week 48,Dining Out,1087.59,Dining Out expense,want
2024-11-29 12:38:03,2024-11-29,12:38:03,November 2024,Week 48,Subscriptions,1017.3,Subscriptions expense,want
2024-11-29 20:59:03,2024-11-29,20:59:03,November 2024,Week 48,Food Delivery,389.62,Food Delivery expense,want
2024-12-01 16:03:28,2024-12-01,16:03:28,December 2024,Week 48,Travel,1421.53,Travel expense,want
2024-12-01 21:11:16,2024-12-01,21:11:16,December 2024,Week 48,Groceries,1100.68,Groceries expense,need
2024-12-01 23:37:46,2024-12-01,23:37:46,December 2024,Week 48,Travel,4950.23,Travel expense,want
2024-12-02 00:00:29,2024-12-02,00:00:29,December 2024,Week 49,Rent,3432.8,Rent expense,need
2024-12-02 04:17:22,2024-12-02,04:17:22,December 2024,Week 49,Shopping,1458.52,Shopping expense,want
2024-12-02 05:17:04,2024-12-02,05:17:04,December 2024,Week 49,Entertainment,3898.28,Entertainment expense,want
2024-12-03 06:39:33,2024-12-03,06:39:33,December 2024,Week 49,Groceries,4130.18,Groceries expense,need
2024-12-03 21:40:12,2024-12-03,21:40:12,December 2024,Week 49,Rent,3912.54,Rent expense,need
2024-12-04 21:42:02,2024-12-04,21:42:02,December 2024,Week 49,Healthcare,1259.44,Healthcare expense,need
2024-12-05 03:02:07,2024-12-05,03:02:07,December 2024,Week 49,Entertainment,3534.02,Entertainment expense,want
2024-12-05 07:53:59,2024-12-05,07:53:59,December 2024,Week 49,Shopping,260.85,Shopping expense,want
2024-12-05 16:45:07,2024-12-05,16:45:07,December 2024,Week 49,Transport,2547.73,Transport expense,need
2024-12-06 07:05:02,2024-12-06,07:05:02,December 2024,Week 49,Rent,1000.69,Rent expense,need
2024-12-06 14:56:23,2024-12-06,14:56:23,December 2024,Week 49,Food Delivery,272.85,Food Delivery expense,want
2024-12-06 16:50:05,2024-12-06,16:50:05,December 2024,Week 49,Utilities,1154.03,Utilities expense,need
2024-12-07 08:42:34,2024-12-07,08:42:34,December 2024,Week 49,Shopping,2505.19,Shopping expense,want
2024-12-07 11:33:00,2024-12-07,11:33:00,December 2024,Week 49,Shopping,2887.29,Shopping expense,want
2024-12-07 15:01:10,2024-12-07,15:01:10,December 2024,Week 49,Travel,2636.0,Travel expense,want
2024-12-08 01:36:07,2024-12-08,01:36:07,December 2024,Week 49,Healthcare,1893.03,Healthcare expense,need
2024-12-08 22:54:23,2024-12-08,22:54:23,December 2024,Week 49,Rent,3659.58,Rent expense,need
2024-12-09 09:31:15,2024-12-09,09:31:15,December 2024,Week 50,Food Delivery,1504.79,Food Delivery expense,want
2024-12-11 20:02:09,2024-12-11,20:02:09,December 2024,Week 50,Subscriptions,2546.94,Subscriptions expense,want
2024-12-12 06:55:38,2024-12-12,06:55:38,December 2024,Week 50,Shopping,736.37,Shopping expense,want
2024-12-12 19:39:53,2024-12-12,19:39:53,December 2024,Week 50,Transport,215.65,Transport expense,need
2024-12-14 03:14:00,2024-12-14,03:14:00,December 2024,Week 50,Utilities,3615.49,Utilities expense,need
2024-12-14 05:59:37,2024-12-14,05:59:37,December 2024,Week 50,Shopping,520.62,Shopping expense,want
2024-12-14 08:40:40,2024-12-14,08:40:40,December 2024,Week 50,Dining Out,4365.5,Dining Out expense,want
2024-12-14 12:28:32,2024-12-14,12:28:32,December 2024,Week 50,Shopping,121.13,Shopping expense,want
2024-12-14 16:09:32,2024-12-14,16:09:32,December 2024,Week 50,Dining Out,4497.04,Dining Out expense,want
2024-12-14 19:51:16,2024-12-14,19:51:16,December 2024,Week 50,Rent,438.02,Rent expense,need
2024-12-15 01:24:46,2024-12-15,01:24:46,December 2024,Week 50,Entertainment,4909.84,Entertainment expense,want
2024-12-15 05:00:15,2024-12-15,05:00:15,December 2024,Week 50,Travel,1411.58,Travel expense,want
2024-12-15 08:46:08,2024-12-15,08:46:08,December 2024,Week 50,Healthcare,4909.13,Healthcare expense,need
2024-12-16 03:53:32,2024-12-16,03:53:32,December 2024,Week 51,Transport,2881.18,Transport expense,need
2024-12-16 10:28:34,2024-12-16,10:28:34,December 2024,Week 51,Rent,3132.13,Rent expense,need
2024-12-16 14:46:25,2024-12-16,14:46:25,December 2024,Week 51,Transport,3915.46,Transport expense,need
